Filename_	QC_passed_reads	QC_failed	primary	secondary	duplicates	mapped	not_mapped	primary_mapping	properly_paired	mate_mapped	singleton	Species	Run	PCT_mapped_reads
Narcissus_sp_SRR27366448	166535918	0	34025022	132510896	0	166535918	0	34025022	34025022	34025022	0	Narcissus_sp	SRR27366448	100
Narcissus_sp_SRR27366449	167302568	0	32758562	134544006	0	167302568	0	32758562	32758562	32758562	0	Narcissus_sp	SRR27366449	100
Narcissus_sp_SRR27366451	157008796	0	36832974	120175822	0	157008796	0	36832974	36832974	36832974	0	Narcissus_sp	SRR27366451	100
Narcissus_sp_SRR27366452	172106920	0	38126444	133980476	0	172106920	0	38126444	38126444	38126444	0	Narcissus_sp	SRR27366452	100
Narcissus_sp_SRR27366453	164656608	0	36741128	127915480	0	164656608	0	36741128	36741128	36741128	0	Narcissus_sp	SRR27366453	100
Narcissus_sp_SRR27366454	171422776	0	35644530	135778246	0	171422776	0	35644530	35644530	35644530	0	Narcissus_sp	SRR27366454	100
Narcissus_sp_SRR27366455	148523600	0	36122242	112401358	0	148523600	0	36122242	36122242	36122242	0	Narcissus_sp	SRR27366455	100
Narcissus_sp_SRR27366456	188783672	0	43141986	145641686	0	188783672	0	43141986	43141986	43141986	0	Narcissus_sp	SRR27366456	100
Narcissus_sp_SRR27366457	151817728	0	35129712	116688016	0	151817728	0	35129712	35129712	35129712	0	Narcissus_sp	SRR27366457	100
Narcissus_sp_SRR27366458	193193282	0	39840264	153353018	0	193193282	0	39840264	39840264	39840264	0	Narcissus_sp	SRR27366458	100
Narcissus_sp_SRR27366459	160771626	0	32790850	127980776	0	160771626	0	32790850	32790850	32790850	0	Narcissus_sp	SRR27366459	100
Narcissus_sp_SRR27366460	179877114	0	36903482	142973632	0	179877114	0	36903482	36903482	36903482	0	Narcissus_sp	SRR27366460	100
Narcissus_sp_SRR27366461	178520844	0	34780736	143740108	0	178520844	0	34780736	34780736	34780736	0	Narcissus_sp	SRR27366461	100
Narcissus_sp_SRR27366462	176197010	0	34830718	141366292	0	176197010	0	34830718	34830718	34830718	0	Narcissus_sp	SRR27366462	100
Narcissus_sp_SRR27366463	190788162	0	39000588	151787574	0	190788162	0	39000588	39000588	39000588	0	Narcissus_sp	SRR27366463	100
Narcissus_sp_SRR27366464	199261964	0	39436054	159825910	0	199261964	0	39436054	39436054	39436054	0	Narcissus_sp	SRR27366464	100
Narcissus_sp_SRR27366465	181530746	0	41525734	140005012	0	181530746	0	41525734	41525734	41525734	0	Narcissus_sp	SRR27366465	100
Narcissus_sp_SRR27366466	183304592	0	40797988	142506604	0	183304592	0	40797988	40797988	40797988	0	Narcissus_sp	SRR27366466	100
Narcissus_sp_SRR27366467	166023122	0	36563440	129459682	0	166023122	0	36563440	36563440	36563440	0	Narcissus_sp	SRR27366467	100
Narcissus_sp_SRR27366468	150588498	0	34273436	116315062	0	150588498	0	34273436	34273436	34273436	0	Narcissus_sp	SRR27366468	100
Narcissus_sp_SRR27366469	181587646	0	39561946	142025700	0	181587646	0	39561946	39561946	39561946	0	Narcissus_sp	SRR27366469	100
Narcissus_sp_SRR27366470	191229410	0	36827004	154402406	0	191229410	0	36827004	36827004	36827004	0	Narcissus_sp	SRR27366470	100
Narcissus_sp_SRR27366471	180745784	0	35688664	145057120	0	180745784	0	35688664	35688664	35688664	0	Narcissus_sp	SRR27366471	100
Narcissus_viridiflorus_ERR2040724	22093336	0	18146470	3946866	0	22093336	0	18146470	18146470	18146470	0	Narcissus_viridiflorus	ERR2040724	100
Narcissus_viridiflorus_ERR2040725	19631876	0	15716070	3915806	0	19631876	0	15716070	15716070	15716070	0	Narcissus_viridiflorus	ERR2040725	100
Phycella_aff_cyrtanthoides_ERR3487375	37403534	0	23156042	14247492	0	37403534	0	23156042	23156042	23156042	0	Phycella_aff_cyrtanthoides	ERR3487375	100
Rhodophiala_pratensis_ERR2040726	21976780	0	16502898	5473882	0	21976780	0	16502898	16502898	16502898	0	Rhodophiala_pratensis	ERR2040726	100
Scadoxus_multiflorus_SRR29002424	118316508	0	48151576	70164932	0	118316508	0	48151576	48151576	48151576	0	Scadoxus_multiflorus	SRR29002424	100
Traubia_modesta_ERR2040727	14377070	0	12406452	1970618	0	14377070	0	12406452	12406452	12406452	0	Traubia_modesta	ERR2040727	100
Zephyranthes_candida_SRR17568759	166270712	0	60302568	105968144	0	166270712	0	60302568	60302568	60302568	0	Zephyranthes_candida	SRR17568759	100
Zephyranthes_candida_SRR28956809	193321014	0	52831912	140489102	0	193321014	0	52831912	52831912	52831912	0	Zephyranthes_candida	SRR28956809	100
Zephyranthes_candida_SRR28956810	202801988	0	64122088	138679900	0	202801988	0	64122088	64122088	64122088	0	Zephyranthes_candida	SRR28956810	100
Zephyranthes_candida_SRR28956811	178286728	0	52701372	125585356	0	178286728	0	52701372	52701372	52701372	0	Zephyranthes_candida	SRR28956811	100
Zephyranthes_candida_SRR29002416	111449388	0	42081676	69367712	0	111449388	0	42081676	42081676	42081676	0	Zephyranthes_candida	SRR29002416	100
Zephyranthes_carinata_SRR29002415	119435332	0	42402914	77032418	0	119435332	0	42402914	42402914	42402914	0	Zephyranthes_carinata	SRR29002415	100
Zephyranthes_treatiae_ERR2040728	11010696	0	8623990	2386706	0	11010696	0	8623990	8623990	8623990	0	Zephyranthes_treatiae	ERR2040728	100
